bin,layer,target,fold,r2,n_train_episodes,n_test_episodes,n_test_windows
low,0,ee_velocity,0,-0.00460339430719614,646,162,20898
low,0,ee_velocity,1,-0.004223001189529896,646,162,20898
low,0,ee_velocity,2,-0.008556397631764412,646,162,20898
low,0,ee_velocity,3,-0.003167994087561965,647,161,20769
low,0,ee_velocity,4,-0.0029711637180298567,647,161,20769
low,0,ee_acceleration,0,-0.0011241554748266935,646,162,20898
low,0,ee_acceleration,1,-0.0017449974548071623,646,162,20898
low,0,ee_acceleration,2,-0.0016361286398023367,646,162,20898
low,0,ee_acceleration,3,-0.002122982870787382,647,161,20769
low,0,ee_acceleration,4,-0.0015788479940965772,647,161,20769
low,0,contact_flag,0,1.0,646,162,20898
low,0,contact_flag,1,1.0,646,162,20898
low,0,contact_flag,2,1.0,646,162,20898
low,0,contact_flag,3,1.0,647,161,20769
low,0,contact_flag,4,1.0,647,161,20769
low,0,contact_force_log1p_mag,0,0.028799474239349365,646,162,20898
low,0,contact_force_log1p_mag,1,0.03529465198516846,646,162,20898
low,0,contact_force_log1p_mag,2,0.017025411128997803,646,162,20898
low,0,contact_force_log1p_mag,3,0.030075013637542725,647,161,20769
low,0,contact_force_log1p_mag,4,0.02651911973953247,647,161,20769
low,1,ee_velocity,0,0.01258484274148941,646,162,20898
low,1,ee_velocity,1,0.0068650622852146626,646,162,20898
low,1,ee_velocity,2,-0.014256899245083332,646,162,20898
low,1,ee_velocity,3,-0.007595069706439972,647,161,20769
low,1,ee_velocity,4,-0.012128119356930256,647,161,20769
low,1,ee_acceleration,0,0.0034654131159186363,646,162,20898
low,1,ee_acceleration,1,0.0015656896866858006,646,162,20898
low,1,ee_acceleration,2,0.0017815381288528442,646,162,20898
low,1,ee_acceleration,3,0.0006363532738760114,647,161,20769
low,1,ee_acceleration,4,0.003197762882336974,647,161,20769
low,1,contact_flag,0,1.0,646,162,20898
low,1,contact_flag,1,1.0,646,162,20898
low,1,contact_flag,2,1.0,646,162,20898
low,1,contact_flag,3,1.0,647,161,20769
low,1,contact_flag,4,1.0,647,161,20769
low,1,contact_force_log1p_mag,0,0.02579885721206665,646,162,20898
low,1,contact_force_log1p_mag,1,0.020022809505462646,646,162,20898
low,1,contact_force_log1p_mag,2,0.022716820240020752,646,162,20898
low,1,contact_force_log1p_mag,3,0.025648653507232666,647,161,20769
low,1,contact_force_log1p_mag,4,0.034105777740478516,647,161,20769
low,2,ee_velocity,0,0.015022448264062405,646,162,20898
low,2,ee_velocity,1,0.006369064562022686,646,162,20898
low,2,ee_velocity,2,-0.0073110912926495075,646,162,20898
low,2,ee_velocity,3,0.0065162088721990585,647,161,20769
low,2,ee_velocity,4,-0.008408530615270138,647,161,20769
low,2,ee_acceleration,0,0.004613641649484634,646,162,20898
low,2,ee_acceleration,1,0.004624444525688887,646,162,20898
low,2,ee_acceleration,2,0.001860841060988605,646,162,20898
low,2,ee_acceleration,3,0.001674781320616603,647,161,20769
low,2,ee_acceleration,4,0.006193961948156357,647,161,20769
low,2,contact_flag,0,1.0,646,162,20898
low,2,contact_flag,1,1.0,646,162,20898
low,2,contact_flag,2,1.0,646,162,20898
low,2,contact_flag,3,1.0,647,161,20769
low,2,contact_flag,4,1.0,647,161,20769
low,2,contact_force_log1p_mag,0,0.02885746955871582,646,162,20898
low,2,contact_force_log1p_mag,1,0.019234001636505127,646,162,20898
