representation,model,layer,probe_seed,split,episode_id,n_windows,r2
dino_mid,dinov2_large,15,42,iid,15,56,0.900285299478514
dino_mid,dinov2_large,15,42,iid,56,56,0.7609069032000483
dino_mid,dinov2_large,15,42,iid,62,56,0.7225847427587442
dino_mid,dinov2_large,15,42,iid,72,56,0.924159468795354
dino_mid,dinov2_large,15,42,iid,85,56,0.9048458569689489
dino_mid,dinov2_large,15,42,iid,116,56,-0.04093276141302793
dino_mid,dinov2_large,15,42,iid,121,56,0.7743501415230062
dino_mid,dinov2_large,15,42,iid,147,56,0.8131316426636712
dino_mid,dinov2_large,15,42,iid,172,56,0.8653842822103719
dino_mid,dinov2_large,15,42,iid,180,21,-0.19933911358470846
dino_mid,dinov2_large,15,42,iid,182,56,0.8562251732291083
dino_mid,dinov2_large,15,42,iid,203,56,0.8170724627675583
dino_mid,dinov2_large,15,42,iid,204,56,0.8916544468986135
dino_mid,dinov2_large,15,42,iid,224,56,0.7334497990441448
dino_mid,dinov2_large,15,42,iid,234,56,0.8826522083539359
dino_mid,dinov2_large,15,42,iid,238,56,0.8846541441056446
dino_mid,dinov2_large,15,42,iid,248,56,0.8272814663398446
dino_mid,dinov2_large,15,42,iid,266,56,0.8417254735264998
dino_mid,dinov2_large,15,42,iid,267,56,0.8868663925856473
dino_mid,dinov2_large,15,42,iid,283,56,0.9179254294776414
dino_mid,dinov2_large,15,42,iid,303,56,0.9139104725243113
dino_mid,dinov2_large,15,42,iid,344,56,0.8872496402993603
dino_mid,dinov2_large,15,42,iid,379,56,0.9070728115728602
dino_mid,dinov2_large,15,42,iid,417,56,0.8577650647931853
dino_mid,dinov2_large,15,42,iid,421,56,0.8813190320810588
dino_mid,dinov2_large,15,42,iid,425,56,0.8695997229036394
dino_mid,dinov2_large,15,42,iid,436,56,0.9082070753870412
dino_mid,dinov2_large,15,42,iid,437,56,0.8304747166271492
dino_mid,dinov2_large,15,42,iid,460,56,0.9240194603920447
dino_mid,dinov2_large,15,42,iid,508,56,0.8494619574321138
dino_mid,dinov2_large,15,42,iid,519,56,0.8716180303786261
dino_mid,dinov2_large,15,42,iid,524,56,0.7120494628955163
dino_mid,dinov2_large,15,42,iid,549,56,0.3260888756682845
dino_mid,dinov2_large,15,42,iid,560,56,0.8829446510005394
dino_mid,dinov2_large,15,42,iid,571,56,0.7827322398542034
dino_mid,dinov2_large,15,42,iid,574,56,0.47776381207776697
dino_mid,dinov2_large,15,42,iid,576,56,0.7316189350677351
dino_mid,dinov2_large,15,42,iid,586,56,0.9222782595856845
dino_mid,dinov2_large,15,42,iid,613,56,0.7796078229700834
dino_mid,dinov2_large,15,42,iid,614,56,0.6904989543852964
dino_mid,dinov2_large,15,42,iid,629,56,0.7595982548260255
dino_mid,dinov2_large,15,42,iid,660,56,0.7927189127536338
dino_mid,dinov2_large,15,42,iid,670,56,0.7414384142713801
dino_mid,dinov2_large,15,42,iid,710,56,0.811891538303378
dino_mid,dinov2_large,15,42,iid,716,56,0.9332651020938487
dino_mid,dinov2_large,15,42,iid,720,56,0.8689796604421574
dino_mid,dinov2_large,15,42,iid,724,56,0.08531839578308886
dino_mid,dinov2_large,15,42,iid,732,56,0.7746242410791794
dino_mid,dinov2_large,15,42,iid,737,56,0.6625042216243917
dino_mid,dinov2_large,15,42,iid,748,56,0.8234895084373289
dino_mid,dinov2_large,15,42,iid,764,56,-0.5701512131930739
dino_mid,dinov2_large,15,42,iid,781,56,0.7660445820396076
dino_mid,dinov2_large,15,42,iid,840,56,0.7850401653451833
dino_mid,dinov2_large,15,42,iid,856,56,0.8771416370845916
dino_mid,dinov2_large,15,42,iid,864,56,0.9205563277342956
dino_mid,dinov2_large,15,42,iid,887,56,0.9196479527201125
dino_mid,dinov2_large,15,42,iid,902,56,0.8154378679436611
dino_mid,dinov2_large,15,42,iid,911,56,0.9111671992743335
dino_mid,dinov2_large,15,42,iid,935,56,0.7519131760856947
dino_mid,dinov2_large,15,42,iid,944,56,0.8845630798163968
dino_mid,dinov2_large,15,42,iid,951,56,0.8719279940789222
dino_mid,dinov2_large,15,42,iid,961,56,0.8604392052726424
dino_mid,dinov2_large,15,42,iid,978,19,-1.071020360686628
dino_mid,dinov2_large,15,42,iid,992,56,0.7251596911341159
dino_mid,dinov2_large,15,42,iid,998,56,0.7346482315354359
dino_mid,dinov2_large,15,42,iid,999,56,0.7250351554332966
dino_mid,dinov2_large,15,42,iid,1039,56,0.8137256719266586
dino_mid,dinov2_large,15,42,iid,1077,56,0.8966145616639615
dino_mid,dinov2_large,15,42,iid,1081,22,0.6101305166181394
dino_mid,dinov2_large,15,42,iid,1128,56,0.8133778649668724
dino_mid,dinov2_large,15,42,iid,1144,56,0.9038864259118642
dino_mid,dinov2_large,15,42,iid,1157,56,0.8456729917702822
dino_mid,dinov2_large,15,42,iid,1160,56,0.9109818491960526
dino_mid,dinov2_large,15,42,iid,1167,56,0.87707228435514
dino_mid,dinov2_large,15,42,iid,1174,56,0.8542610233179111
dino_mid,dinov2_large,15,42,iid,1191,56,0.507862071587177
dino_mid,dinov2_large,15,42,iid,1261,56,0.673651119409345
dino_mid,dinov2_large,15,42,iid,1289,56,0.8820000600132267
dino_mid,dinov2_large,15,42,iid,1399,56,0.6036389863777727
dino_mid,dinov2_large,15,42,iid,1408,56,0.6535307455083764
dino_mid,dinov2_large,15,42,iid,1425,56,0.8699635652689947
dino_mid,dinov2_large,15,42,iid,1438,56,0.8618991671696892
dino_mid,dinov2_large,15,42,iid,1454,56,0.8961295576484378
dino_mid,dinov2_large,15,42,iid,1475,56,0.900001948502497
dino_mid,dinov2_large,15,42,iid,1480,56,0.9071824767369892
dino_mid,dinov2_large,15,42,iid,1483,56,0.7939213711717975
dino_mid,dinov2_large,15,42,iid,1488,56,0.826251504766552
dino_mid,dinov2_large,15,42,iid,1491,56,-0.1454628931483719
dino_mid,dinov2_large,15,42,iid,1495,56,0.8858891263104508
dino_mid,dinov2_large,15,42,ood,0,56,0.8832457180532651
dino_mid,dinov2_large,15,42,ood,1,56,0.898784011925897
dino_mid,dinov2_large,15,42,ood,2,56,0.8207105793710112
dino_mid,dinov2_large,15,42,ood,4,56,0.8986028779889268
dino_mid,dinov2_large,15,42,ood,6,56,0.8767091742940014
dino_mid,dinov2_large,15,42,ood,9,56,0.9055476152058438
dino_mid,dinov2_large,15,42,ood,10,56,0.8231409845123263
dino_mid,dinov2_large,15,42,ood,11,56,0.9079281234071896
dino_mid,dinov2_large,15,42,ood,14,56,0.9096106565580122
dino_mid,dinov2_large,15,42,ood,16,20,-0.07008348179072899
dino_mid,dinov2_large,15,42,ood,17,56,0.7010471032972103
dino_mid,dinov2_large,15,42,ood,18,56,0.8225627951725759
dino_mid,dinov2_large,15,42,ood,19,56,0.8108077359511765
dino_mid,dinov2_large,15,42,ood,21,56,0.6983862915931824
dino_mid,dinov2_large,15,42,ood,23,56,0.9280550777756216
dino_mid,dinov2_large,15,42,ood,26,56,0.861782394206039
dino_mid,dinov2_large,15,42,ood,27,56,0.5932168784981391
dino_mid,dinov2_large,15,42,ood,30,56,0.7478126159895606
dino_mid,dinov2_large,15,42,ood,32,56,0.8773697992274127
dino_mid,dinov2_large,15,42,ood,33,56,0.8256634249416639
dino_mid,dinov2_large,15,42,ood,35,56,0.8984504177202572
dino_mid,dinov2_large,15,42,ood,38,56,0.8767167446471977
dino_mid,dinov2_large,15,42,ood,41,56,0.829444212975414
